id,Name,Date,Long,Lat
0,butterfly,2000-1-1,121.2799642,24.155664666666667
1,butterfly,2000-4-1,121.38474120000001,24.3343008
2,butterfly,2000-7-1,121.669839,24.8577005
3,butterfly,2000-10-1,121.45439433333333,24.665052000000003
4,butterfly,2001-1-1,120.777788,23.909206500000003
5,butterfly,2001-4-1,120.777788,23.909206500000003
6,butterfly,2001-7-1,120.500629,22.755073
7,butterfly,2001-10-1,120.500629,22.755073
8,butterfly,2002-1-1,120.394819,22.916233
9,butterfly,2002-4-1,121.13612466666666,24.305374714285712
10,butterfly,2002-7-1,121.16859975,23.847917499999998
11,butterfly,2002-10-1,121.556108,24.933003
12,butterfly,2003-1-1,121.690899,25.207191
13,butterfly,2003-4-1,121.161856,24.432552333333334
14,butterfly,2003-7-1,121.37600574999999,24.66915258333333
15,butterfly,2003-10-1,121.536748,25.175366
16,butterfly,2004-1-1,121.536748,25.175366
17,butterfly,2004-4-1,121.20500276190477,24.539763285714287
18,butterfly,2004-7-1,121.04060942857143,24.002924285714283
19,butterfly,2004-10-1,120.70315366666667,24.100021666666663
20,butterfly,2005-1-1,121.12011749999999,24.55980475
21,butterfly,2005-4-1,121.06676877777778,23.967688555555554
22,butterfly,2005-7-1,120.9713218119658,23.190372461538463
23,butterfly,2005-10-1,121.18012925,24.318618
24,butterfly,2006-1-1,121.23058642857141,24.424146428571426
25,butterfly,2006-4-1,121.20436090816327,24.25047817857143
26,butterfly,2006-7-1,121.15486354166667,23.830299472222222
27,butterfly,2006-10-1,121.204051,24.308795142857143
28,butterfly,2007-1-1,121.12764320000001,24.3858801
29,butterfly,2007-4-1,121.35843137500001,24.159713875
30,butterfly,2007-7-1,121.459901625,24.633515187500002
31,butterfly,2007-10-1,120.84938088888887,23.79376744444444
32,butterfly,2008-1-1,121.19516044444445,24.11353405555556
33,butterfly,2008-4-1,121.54705140909091,24.861680772727276
34,butterfly,2008-7-1,120.95273825,23.91397788888889
35,butterfly,2008-10-1,120.7930365,23.44484775
36,butterfly,2009-1-1,121.0883355509091,23.598981923181817
37,butterfly,2009-4-1,121.24014212988193,24.478024596044914
38,butterfly,2009-7-1,121.30718860791065,24.49321774045071
39,butterfly,2009-10-1,120.90990252591857,24.008055979119565
40,butterfly,2010-1-1,121.09720741672552,24.01041049985827
41,butterfly,2010-4-1,121.17133196454628,24.18282898435233
42,butterfly,2010-7-1,121.29959866524734,24.395650760864708
43,butterfly,2010-10-1,121.2560381184843,24.388033532272203
44,butterfly,2011-1-1,121.13832913231579,23.964254282035085
45,butterfly,2011-4-1,121.27780299443545,24.255584038133218
46,butterfly,2011-7-1,121.1282922133809,24.229050573577766
47,butterfly,2011-10-1,121.11008147773812,24.013137520854972
48,butterfly,2012-1-1,120.97713911742746,23.929127186636563
49,butterfly,2012-4-1,121.18276142777975,24.246090395673214
50,butterfly,2012-7-1,121.11632764338584,24.09712806518124
51,butterfly,2012-10-1,121.06389639736454,24.086275139411136
52,butterfly,2013-1-1,121.01001005762048,24.029271868877366
53,butterfly,2013-4-1,121.09237998245459,24.16505693646714
54,butterfly,2013-7-1,121.0882845323945,24.117856704527842
55,butterfly,2013-10-1,121.07578079780403,23.946531666546058
56,butterfly,2014-1-1,120.98564996970926,24.00876649493685
57,butterfly,2014-4-1,121.135345761155,24.095835499481776
58,butterfly,2014-7-1,121.16231353690752,24.21778544187536
59,butterfly,2014-10-1,120.98468218746906,24.047593538169068
60,butterfly,2015-1-1,120.95095713693527,23.87984623940985
61,butterfly,2015-4-1,121.18505122915913,24.308619828555376
62,butterfly,2015-7-1,121.04668733583527,24.032642428336615
63,butterfly,2015-10-1,121.0559503751332,24.1632480323717
64,butterfly,2016-1-1,121.05842648801739,24.225572486942912
65,butterfly,2016-4-1,121.10840151825614,24.167818333832496
66,butterfly,2016-7-1,121.15725732425656,24.03087661451636
67,butterfly,2016-10-1,121.06074071361137,24.08747786058553
68,butterfly,2017-1-1,120.98976841232809,23.892604004581187
69,butterfly,2017-4-1,121.12370351644894,24.189323685494653
70,butterfly,2017-7-1,121.09307348163209,24.04150978883111
71,butterfly,2017-10-1,120.96244356562734,24.039200603698227
72,butterfly,2018-1-1,121.17473780993443,24.1750234793799
73,butterfly,2018-4-1,121.06807180482369,24.027488619455045
74,butterfly,2018-7-1,120.97610343835579,23.95082678673976
75,butterfly,2018-10-1,120.89792047688853,23.90169457651486
76,butterfly,2019-1-1,120.99757498286102,23.966726961310517
77,butterfly,2019-4-1,120.9928268566711,24.0566419765417
78,butterfly,2019-7-1,121.046582094629,24.092650328480858
79,butterfly,2019-10-1,121.03676533637851,23.98397900029595
80,butterfly,2020-1-1,121.08349767657553,24.09043370594856
81,butterfly,2020-4-1,121.06665075769286,24.111000211094886
82,butterfly,2020-7-1,121.021865869656,24.010100588471914
83,butterfly,2020-10-1,121.00718294857363,23.975235825060643
84,butterfly,2021-1-1,121.03305883574143,24.015216464307773
85,butterfly,2021-4-1,121.08587665518517,24.096015127277983
86,butterfly,2021-7-1,121.06711935404161,24.11480944562194
87,butterfly,2021-10-1,121.06711935404161,24.11480944562194
